"id","station_id","socket_number","charging_method","connector_type","power"
"4579","2062","SKT/38965","AC","AC_TYPE2","22"
"4580","2062","SKT/38966","AC","AC_TYPE2","22"
"4581","2062","SKT/38967","AC","AC_TYPE2","22"
"4582","2062","SKT/38968","AC","AC_TYPE2","22"
"4583","2063","SKT/39019","DC","DC_CCS","60"
"4584","2063","SKT/39020","DC","DC_CCS","60"
"4585","2064","SKT/39038","AC","AC_TYPE2","22"
"4586","2064","SKT/39039","AC","AC_TYPE2","22"
"4587","2064","SKT/39040","AC","AC_TYPE2","22"
"4588","2064","SKT/39041","AC","AC_TYPE2","22"
"4589","2064","SKT/39042","AC","AC_TYPE2","22"
"4590","2065","SKT/39043","DC","DC_CCS","60"
"4591","2065","SKT/39044","DC","DC_CCS","60"
"4592","2065","SKT/39045","AC","AC_TYPE2","22"
"4593","2065","SKT/39046","AC","AC_TYPE2","22"
"4594","2065","SKT/39047","AC","AC_TYPE2","22"
"4595","2065","SKT/39048","AC","AC_TYPE2","22"
"4596","2066","SKT/39113","AC","AC_TYPE2","7"
"4597","2067","SKT/3910","AC","AC_TYPE2","22"
"4598","2068","SKT/7470","AC","AC_TYPE2","22"
"4599","2069","SKT/12711","AC","AC_TYPE2","22"
"4600","2069","SKT/12712","AC","AC_TYPE2","22"
"4601","2070","SKT/6607","AC","AC_TYPE2","22"
"4602","2070","SKT/6608","AC","AC_TYPE2","22"
"4603","2071","SKT/6610","DC","DC_CCS","120"
"4604","2071","SKT/6611","DC","DC_CCS","120"
"4605","2071","SKT/6612","AC","AC_TYPE2","22"
"4606","2072","SKT/6613","AC","AC_TYPE2","22"
"4607","2072","SKT/6614","AC","AC_TYPE2","22"
"4608","2073","SKT/6615","AC","AC_TYPE2","22"
"4609","2073","SKT/6616","AC","AC_TYPE2","22"
"4610","2073","SKT/6617","AC","AC_TYPE2","22"
"4611","2073","SKT/6618","AC","AC_TYPE2","22"
"4612","2073","SKT/6619","AC","AC_TYPE2","22"
"4613","2074","SKT/6628","AC","AC_TYPE2","22"
"4614","2074","SKT/6629","AC","AC_TYPE2","22"
"4615","2075","SKT/6665","AC","AC_TYPE2","22"
"4616","2075","SKT/6666","AC","AC_TYPE2","22"
"4617","2076","SKT/7094","DC","DC_CCS","120"
"4618","2076","SKT/7095","DC","DC_CCS","120"
"4619","2076","SKT/7096","AC","AC_TYPE2","22"
"4620","2076","SKT/7097","AC","AC_TYPE2","22"
"4621","2077","SKT/7098","AC","AC_TYPE2","22"
"4622","2077","SKT/7099","AC","AC_TYPE2","22"
"4623","2078","SKT/7100","AC","AC_TYPE2","22"
"4624","2078","SKT/7101","AC","AC_TYPE2","22"
"4625","2079","SKT/7916","DC","DC_CCS","120"
"4626","2079","SKT/7917","DC","DC_CCS","120"
"4627","2079","SKT/7918","AC","AC_TYPE2","22"
"4628","2079","SKT/7919","AC","AC_TYPE2","22"
"4629","2079","SKT/7920","AC","AC_TYPE2","22"
"4630","2079","SKT/7921","AC","AC_TYPE2","22"
"4631","2079","SKT/7922","AC","AC_TYPE2","22"
"4632","2079","SKT/7923","AC","AC_TYPE2","22"
"4633","2079","SKT/7924","AC","AC_TYPE2","22"
"4634","2079","SKT/7925","AC","AC_TYPE2","22"
"4635","2079","SKT/7926","AC","AC_TYPE2","22"
"4636","2079","SKT/7927","AC","AC_TYPE2","22"
"4637","2079","SKT/7928","AC","AC_TYPE2","22"
"4638","2079","SKT/7929","AC","AC_TYPE2","22"
"4639","2079","SKT/7930","AC","AC_TYPE2","22"
"4640","2079","SKT/7931","AC","AC_TYPE2","22"
"4641","2079","SKT/7932","AC","AC_TYPE2","22"
"4642","2079","SKT/7933","AC","AC_TYPE2","22"
"4643","2079","SKT/7934","AC","AC_TYPE2","22"
"4644","2079","SKT/7935","AC","AC_TYPE2","22"
"4645","2079","SKT/7936","AC","AC_TYPE2","22"
"4646","2079","SKT/7937","AC","AC_TYPE2","22"
"4647","2079","SKT/7938","AC","AC_TYPE2","22"
"4648","2079","SKT/7939","AC","AC_TYPE2","22"
"4649","2079","SKT/7940","AC","AC_TYPE2","22"
"4650","2079","SKT/7941","AC","AC_TYPE2","22"
"4651","2079","SKT/7942","AC","AC_TYPE2","22"
"4652","2079","SKT/7943","AC","AC_TYPE2","22"
"4653","2079","SKT/7944","AC","AC_TYPE2","22"
"4654","2080","SKT/13149","AC","AC_TYPE2","22"
"4655","2080","SKT/13150","AC","AC_TYPE2","22"
"4656","2081","SKT/4245","DC","DC_CCS","300"
"4657","2081","SKT/4246","DC","DC_CCS","300"
"4658","2081","SKT/4250","AC","AC_TYPE2","22"
"4659","2082","SKT/3403","AC","AC_TYPE2","22"
"4660","2082","SKT/3404","AC","AC_TYPE2","22"
"4661","2082","SKT/3405","DC","DC_CCS","60"
"4662","2082","SKT/3406","DC","DC_CCS","60"
"4663","2082","SKT/3407","DC","DC_CCS","180"
"4664","2082","SKT/3408","DC","DC_CCS","180"
"4665","2083","SKT/3413","AC","AC_TYPE2","22"
"4666","2083","SKT/3414","AC","AC_TYPE2","22"
"4667","2083","SKT/3415","DC","DC_CCS","180"
"4668","2083","SKT/3416","DC","DC_CCS","180"
"4669","2084","SKT/4448","AC","AC_TYPE2","22"
"4670","2084","SKT/4449","AC","AC_TYPE2","22"
"4671","2084","SKT/4450","DC","DC_CCS","60"
"4672","2084","SKT/4451","DC","DC_CCS","60"
"4673","2084","SKT/4452","DC","DC_CCS","60"
"4674","2084","SKT/4453","DC","DC_CCS","60"
"4675","2085","SKT/9378","DC","DC_CCS","180"
"4676","2085","SKT/9379","DC","DC_CCS","180"
"4677","2085","SKT/9380","DC","DC_CCS","180"
"4678","2085","SKT/9381","DC","DC_CCS","180"
"4679","2085","SKT/9382","DC","DC_CCS","180"
"4680","2085","SKT/9383","DC","DC_CCS","180"
"4681","2086","SKT/12070","DC","DC_CCS","180"
"4682","2086","SKT/12071","DC","DC_CCS","180"
"4683","2087","SKT/12155","AC","AC_TYPE2","22"
"4684","2088","SKT/38520","AC","AC_TYPE2","22"
"4685","2088","SKT/38521","AC","AC_TYPE2","22"
"4686","2088","SKT/38522","AC","AC_TYPE2","22"
"4687","2088","SKT/38524","AC","AC_TYPE2","22"
"4688","2088","SKT/38525","AC","AC_TYPE2","22"
"4689","2088","SKT/38526","AC","AC_TYPE2","22"
"4690","2089","SKT/12857","AC","AC_TYPE2","11"
"4691","2089","SKT/38552","AC","AC_TYPE2","11"
"4692","2090","SKT/17547","AC","AC_TYPE2","22"
"4693","2090","SKT/17549","AC","AC_TYPE2","22"
"4694","2090","SKT/17550","AC","AC_TYPE2","22"
"4695","2091","SKT/17556","AC","AC_TYPE2","22"
"4696","2091","SKT/17558","AC","AC_TYPE2","22"
"4697","2091","SKT/17559","AC","AC_TYPE2","22"
"4698","2092","SKT/38568","AC","AC_TYPE2","15"
"4699","2092","SKT/38569","AC","AC_TYPE2","15"
"4700","2093","SKT/38570","AC","AC_TYPE2","22"
"4701","2093","SKT/38571","AC","AC_TYPE2","22"
"4702","2093","SKT/38572","AC","AC_TYPE2","22"
"4703","2094","SKT/42013","AC","AC_TYPE2","20"
"4704","2094","SKT/42014","AC","AC_TYPE2","20"
"4705","2094","SKT/42015","AC","AC_TYPE2","20"
"4706","2095","SKT/42020","AC","AC_TYPE2","22"
"4707","2096","SKT/25390","DC","DC_CCS","120"
"4708","2096","SKT/25391","DC","DC_CCS","120"
"4709","2096","SKT/25392","AC","AC_TYPE2","22"
"4710","2096","SKT/25393","AC","AC_TYPE2","22"
"4711","2097","SKT/25394","DC","DC_CCS","180"
"4712","2097","SKT/25395","DC","DC_CCS","180"
"4713","2097","SKT/25396","AC","AC_TYPE2","22"
"4714","2098","SKT/28063","DC","DC_CCS","120"
"4715","2098","SKT/28064","DC","DC_CCS","120"
"4716","2099","SKT/28065","DC","DC_CCS","360"
"4717","2099","SKT/28066","DC","DC_CCS","360"
"4718","2100","SKT/25397","DC","DC_CCS","180"
"4719","2100","SKT/25398","DC","DC_CCS","180"
"4720","2101","SKT/24940","DC","DC_CCS","120"
"4721","2101","SKT/24941","DC","DC_CCS","120"
"4722","2101","SKT/24942","AC","AC_TYPE2","22"
"4723","2101","SKT/24943","AC","AC_TYPE2","22"
"4724","2102","SKT/24944","DC","DC_CCS","180"
"4725","2102","SKT/24945","DC","DC_CCS","180"
"4726","2102","SKT/24946","AC","AC_TYPE2","22"
"4727","2103","SKT/24948","DC","DC_CCS","350"
"4728","2103","SKT/24950","DC","DC_CCS","350"
"4729","2104","SKT/42091","AC","AC_TYPE2","22"
"4730","2104","SKT/42093","AC","AC_TYPE2","22"
"4731","2104","SKT/42095","AC","AC_TYPE2","22"
"4732","2104","SKT/42096","AC","AC_TYPE2","22"
"4733","2104","SKT/42097","AC","AC_TYPE2","22"
"4734","2104","SKT/42099","AC","AC_TYPE2","22"
"4735","2105","SKT/42104","DC","DC_CCS","50"
"4736","2106","SKT/42103","DC","DC_CCS","50"
"4737","2107","SKT/42106","AC","AC_TYPE2","10"
"4738","2107","SKT/42107","AC","AC_TYPE2","10"
"4739","2107","SKT/42108","AC","AC_TYPE2","10"
"4740","2107","SKT/42109","AC","AC_TYPE2","10"
"4741","2108","SKT/42110","AC","AC_TYPE2","9"
"4742","2108","SKT/42111","AC","AC_TYPE2","8"
"4743","2109","SKT/42112","AC","AC_TYPE2","5"
"4744","2110","SKT/42113","AC","AC_TYPE2","6"
"4745","2111","SKT/41981","DC","DC_CCS","120"
"4746","2111","SKT/41982","DC","DC_CCS","120"
"4747","2112","SKT/41985","DC","DC_CCS","180"
"4748","2112","SKT/41987","DC","DC_CCS","180"
"4749","2113","SKT/41989","DC","DC_CCS","80"
"4750","2113","SKT/41990","DC","DC_CCS","80"
"4751","2113","SKT/41991","AC","AC_TYPE2","22"
"4752","2114","SKT/33471","AC","AC_TYPE2","11"
"4753","2114","SKT/33472","AC","AC_TYPE2","11"
"4754","2114","SKT/41992","AC","AC_TYPE2","22"
"4755","2114","SKT/41993","AC","AC_TYPE2","22"
"4756","2114","SKT/41994","AC","AC_TYPE2","22"
"4757","2114","SKT/41995","AC","AC_TYPE2","22"
"4758","2114","SKT/41996","AC","AC_TYPE2","22"
"4759","2114","SKT/41997","AC","AC_TYPE2","22"
"4760","2114","SKT/41998","AC","AC_TYPE2","22"
"4761","2114","SKT/41999","AC","AC_TYPE2","22"
"4762","2114","SKT/42018","AC","AC_TYPE2","22"
"4763","2114","SKT/42019","AC","AC_TYPE2","22"
"4764","2115","SKT/24814","DC","DC_CCS","180"
"4765","2115","SKT/24815","DC","DC_CCS","180"
"4766","2115","SKT/24816","AC","AC_TYPE2","22"
"4767","2116","SKT/27752","DC","DC_CCS","120"
"4768","2116","SKT/27753","DC","DC_CCS","360"
"4769","2116","SKT/27841","DC","DC_CCS","120"
"4770","2116","SKT/27842","DC","DC_CCS","360"
"4771","2117","SKT/27747","DC","DC_CCS","120"
"4772","2117","SKT/27843","DC","DC_CCS","120"
"4773","2118","SKT/42008","DC","DC_CCS","180"
"4774","2118","SKT/42009","DC","DC_CCS","180"
"4775","2119","SKT/1247","AC","AC_TYPE2","22"
"4776","2120","SKT/6696","AC","AC_TYPE2","22"
"4777","2120","SKT/6697","AC","AC_TYPE2","22"
"4778","2120","SKT/6698","AC","AC_TYPE2","22"
"4779","2121","SKT/4468","DC","DC_CCS","160"
"4780","2121","SKT/4541","DC","DC_CCS","160"
"4781","2122","SKT/4554","DC","DC_CCS","180"
"4782","2122","SKT/4555","DC","DC_CCS","180"
"4783","2123","SKT/4556","DC","DC_CCS","160"
"4784","2123","SKT/4557","DC","DC_CCS","160"
"4785","2124","SKT/11939","DC","DC_CCS","160"
"4786","2124","SKT/11940","DC","DC_CCS","160"
"4787","2125","SKT/13319","DC","DC_CCS","300"
"4788","2125","SKT/13320","DC","DC_CCS","300"
"4789","2125","SKT/13321","DC","DC_CCS","300"
"4790","2125","SKT/13322","DC","DC_CCS","300"
"4791","2126","SKT/7590","AC","AC_TYPE2","22"
"4792","2126","SKT/7847","AC","AC_TYPE2","22"
"4793","2126","SKT/7848","AC","AC_TYPE2","22"
"4794","2126","SKT/7849","AC","AC_TYPE2","22"
"4795","2127","SKT/32547","DC","DC_CCS","60"
"4796","2127","SKT/32548","DC","DC_CCS","60"
"4797","2127","SKT/32549","AC","AC_TYPE2","22"
"4798","2128","SKT/32581","DC","DC_CCS","180"
"4799","2128","SKT/32582","DC","DC_CCS","180"
"4800","2128","SKT/32583","DC","DC_CCS","180"
"4801","2128","SKT/32584","DC","DC_CCS","180"
"4802","2129","SKT/32585","DC","DC_CCS","180"
"4803","2129","SKT/32586","DC","DC_CCS","180"
"4804","2129","SKT/32587","DC","DC_CCS","180"
"4805","2129","SKT/32588","DC","DC_CCS","180"
"4806","2130","SKT/32626","AC","AC_TYPE2","10"
"4807","2130","SKT/32627","AC","AC_TYPE2","10"
"4808","2130","SKT/32628","AC","AC_TYPE2","10"
"4809","2131","SKT/32659","AC","AC_TYPE2","11"
"4810","2131","SKT/32660","AC","AC_TYPE2","11"
"4811","2131","SKT/32661","AC","AC_TYPE2","11"
"4812","2131","SKT/32662","AC","AC_TYPE2","22"
"4813","2131","SKT/32663","AC","AC_TYPE2","11"
"4814","2131","SKT/32664","AC","AC_TYPE2","11"
"4815","2131","SKT/32665","AC","AC_TYPE2","11"
"4816","2131","SKT/32666","AC","AC_TYPE2","11"
"4817","2131","SKT/32667","AC","AC_TYPE2","11"
"4818","2131","SKT/32668","AC","AC_TYPE2","11"
"4819","2131","SKT/32669","AC","AC_TYPE2","22"
"4820","2131","SKT/32670","AC","AC_TYPE2","11"
"4821","2131","SKT/32671","AC","AC_TYPE2","22"
"4822","2131","SKT/32672","AC","AC_TYPE2","11"
"4823","2131","SKT/32673","AC","AC_TYPE2","11"
"4824","2132","SKT/32674","AC","AC_TYPE2","22"
"4825","2132","SKT/32675","AC","AC_TYPE2","22"
"4826","2132","SKT/32676","AC","AC_TYPE2","22"
"4827","2132","SKT/32677","AC","AC_TYPE2","11"
"4828","2132","SKT/32678","AC","AC_TYPE2","22"
"4829","2132","SKT/32679","AC","AC_TYPE2","11"
"4830","2132","SKT/32680","AC","AC_TYPE2","22"
"4831","2132","SKT/32681","AC","AC_TYPE2","22"
"4832","2132","SKT/32682","AC","AC_TYPE2","11"
"4833","2132","SKT/32683","AC","AC_TYPE2","11"
"4834","2132","SKT/32684","AC","AC_TYPE2","22"
"4835","2133","SKT/32685","DC","DC_CCS","120"
"4836","2133","SKT/32686","DC","DC_CCS","120"
"4837","2134","SKT/32689","AC","AC_TYPE2","22"
"4838","2134","SKT/32690","AC","AC_TYPE2","22"
"4839","2134","SKT/32691","AC","AC_TYPE2","22"
"4840","2134","SKT/32692","AC","AC_TYPE2","22"
"4841","2134","SKT/32693","AC","AC_TYPE2","22"
"4842","2134","SKT/32694","AC","AC_TYPE2","22"
"4843","2134","SKT/32695","DC","DC_CCS","80"
"4844","2134","SKT/32696","DC","DC_CCS","80"
"4845","2135","SKT/32697","AC","AC_TYPE2","20"
"4846","2135","SKT/32698","AC","AC_TYPE2","20"
"4847","2136","SKT/32700","AC","AC_TYPE2","15"
"4848","2137","SKT/32705","AC","AC_TYPE2","15"
"4849","2138","SKT/32706","AC","AC_TYPE2","20"
"4850","2138","SKT/32707","AC","AC_TYPE2","20"
"4851","2139","SKT/32728","DC","DC_CCS","120"
"4852","2139","SKT/32729","DC","DC_CCS","120"
"4853","2139","SKT/32730","AC","AC_TYPE2","22"
"4854","2139","SKT/32731","AC","AC_TYPE2","22"
"4855","2139","SKT/32732","DC","DC_CCS","120"
"4856","2139","SKT/32733","DC","DC_CCS","120"
"4857","2140","SKT/26537","DC","DC_CCS","180"
"4858","2140","SKT/26538","DC","DC_CCS","180"
"4859","2140","SKT/30082","AC","AC_TYPE2","22"
"4860","2140","SKT/32777","AC","AC_TYPE2","22"
"4861","2141","SKT/599","AC","AC_TYPE2","22"
"4862","2141","SKT/3798","AC","AC_TYPE2","22"
"4863","2142","SKT/32787","AC","AC_TYPE2","21"
"4864","2142","SKT/32788","AC","AC_TYPE2","21"
"4865","2143","SKT/32789","DC","DC_CCS","180"
"4866","2143","SKT/32790","DC","DC_CCS","180"
"4867","2144","SKT/32837","DC","DC_CCS","80"
"4868","2145","SKT/6864","DC","DC_CCS","50"
"4869","2145","SKT/6865","AC","AC_TYPE2","22"
"4870","2146","SKT/12378","AC","AC_TYPE2","22"
"4871","2146","SKT/12379","AC","AC_TYPE2","22"
"4872","2146","SKT/12380","AC","AC_TYPE2","22"
"4873","2146","SKT/12381","AC","AC_TYPE2","22"
"4874","2147","SKT/13267","AC","AC_TYPE2","22"
"4875","2147","SKT/13268","AC","AC_TYPE2","22"
"4876","2147","SKT/13269","AC","AC_TYPE2","22"
"4877","2147","SKT/13270","AC","AC_TYPE2","22"
"4878","2147","SKT/13271","AC","AC_TYPE2","22"
"4879","2147","SKT/13272","AC","AC_TYPE2","22"
"4880","2148","SKT/13312","AC","AC_TYPE2","22"
"4881","2148","SKT/13313","AC","AC_TYPE2","22"
"4882","2148","SKT/13314","AC","AC_TYPE2","22"
"4883","2148","SKT/13315","AC","AC_TYPE2","22"
"4884","2148","SKT/13316","AC","AC_TYPE2","22"
"4885","2149","SKT/9375","DC","DC_CCS","180"
"4886","2149","SKT/9376","AC","AC_TYPE2","22"
"4887","2149","SKT/9377","AC","AC_TYPE2","22"
"4888","2149","SKT/11299","DC","DC_CCS","180"
"4889","2150","SKT/9777","AC","AC_TYPE2","11"
"4890","2151","SKT/9783","AC","AC_TYPE2","11"
"4891","2152","SKT/28","AC","AC_TYPE2","22"
"4892","2153","SKT/35","AC","AC_TYPE2","22"
"4893","2153","SKT/36","AC","AC_TYPE2","22"
"4894","2154","SKT/12639","AC","AC_TYPE2","22"
"4895","2154","SKT/12640","AC","AC_TYPE2","22"
"4896","2154","SKT/12641","AC","AC_TYPE2","22"
"4897","2154","SKT/12642","AC","AC_TYPE2","22"
"4898","2154","SKT/12643","AC","AC_TYPE2","22"
"4899","2154","SKT/12644","AC","AC_TYPE2","22"
"4900","2154","SKT/12645","AC","AC_TYPE2","22"
"4901","2154","SKT/12646","AC","AC_TYPE2","22"
"4902","2154","SKT/12647","AC","AC_TYPE2","22"
"4903","2154","SKT/12648","AC","AC_TYPE2","22"
"4904","2154","SKT/12649","AC","AC_TYPE2","22"
"4905","2155","SKT/12650","AC","AC_TYPE2","22"
"4906","2155","SKT/12651","AC","AC_TYPE2","22"
"4907","2155","SKT/12652","AC","AC_TYPE2","22"
"4908","2155","SKT/12653","AC","AC_TYPE2","22"
"4909","2155","SKT/12654","AC","AC_TYPE2","22"
"4910","2155","SKT/12655","AC","AC_TYPE2","22"
"4911","2155","SKT/12656","AC","AC_TYPE2","22"
"4912","2155","SKT/12657","AC","AC_TYPE2","22"
"4913","2155","SKT/12658","AC","AC_TYPE2","22"
"4914","2155","SKT/12659","AC","AC_TYPE2","22"
"4915","2155","SKT/12660","AC","AC_TYPE2","22"
"4916","2155","SKT/12661","AC","AC_TYPE2","22"
"4917","2156","SKT/12667","AC","AC_TYPE2","22"
"4918","2156","SKT/12668","AC","AC_TYPE2","22"
"4919","2157","SKT/13265","DC","DC_CCS","120"
"4920","2158","SKT/13276","AC","AC_TYPE2","7"
"4921","2159","SKT/13285","AC","AC_TYPE2","11"
"4922","2160","SKT/13288","AC","AC_TYPE2","11"
"4923","2161","SKT/6087","DC","DC_CCS","150"
"4924","2161","SKT/6088","DC","DC_CCS","150"
"4925","2162","SKT/7081","DC","DC_CCS","90"
"4926","2162","SKT/7082","DC","DC_CCS","90"
"4927","2163","SKT/7084","DC","DC_CCS","60"
"4928","2163","SKT/7085","DC","DC_CCS","60"
"4929","2164","SKT/7086","AC","AC_TYPE2","22"
"4930","2165","SKT/7374","DC","DC_CCS","30"
"4931","2166","SKT/11927","DC","DC_CCS","150"
"4932","2166","SKT/11928","DC","DC_CCS","150"
"4933","2166","SKT/11929","DC","DC_CCS","150"
"4934","2166","SKT/11930","DC","DC_CCS","150"
"4935","2167","SKT/8915","AC","AC_TYPE2","7"
"4936","2168","SKT/10447","AC","AC_TYPE2","7"
"4937","2168","SKT/10448","AC","AC_TYPE2","7"
"4938","2168","SKT/10905","AC","AC_TYPE2","7"
"4939","2168","SKT/10907","AC","AC_TYPE2","7"
"4940","2168","SKT/10908","AC","AC_TYPE2","7"
"4941","2168","SKT/10909","AC","AC_TYPE2","7"
"4942","2169","SKT/10560","AC","AC_TYPE2","22"
"4943","2170","SKT/12853","AC","AC_TYPE2","22"
"4944","2170","SKT/12854","AC","AC_TYPE2","22"
"4945","2171","SKT/13328","AC","AC_TYPE2","22"
"4946","2172","SKT/13330","AC","AC_TYPE2","22"
"4947","2173","SKT/26747","DC","DC_CCS","180"
"4948","2173","SKT/26748","DC","DC_CCS","180"
"4949","2174","SKT/26777","DC","DC_CCS","60"
"4950","2174","SKT/26778","DC","DC_CCS","60"
"4951","2175","SKT/26779","DC","DC_CCS","60"
"4952","2175","SKT/26780","DC","DC_CCS","60"
"4953","2176","SKT/26781","AC","AC_TYPE2","22"
"4954","2176","SKT/26782","AC","AC_TYPE2","22"
"4955","2177","SKT/26869","AC","AC_TYPE2","22"
"4956","2177","SKT/26870","AC","AC_TYPE2","22"
"4957","2177","SKT/26871","AC","AC_TYPE2","22"
"4958","2178","SKT/26880","DC","DC_CCS","60"
"4959","2178","SKT/26881","DC","DC_CCS","60"
"4960","2179","SKT/26872","AC","AC_TYPE2","22"
"4961","2179","SKT/26873","AC","AC_TYPE2","22"
"4962","2179","SKT/26981","AC","AC_TYPE2","22"
"4963","2180","SKT/26982","AC","AC_TYPE2","22"
"4964","2180","SKT/26983","AC","AC_TYPE2","22"
"4965","2180","SKT/27001","AC","AC_TYPE2","22"
"4966","2180","SKT/27002","AC","AC_TYPE2","22"
"4967","2181","SKT/10388","AC","AC_TYPE2","22"
"4968","2181","SKT/10389","AC","AC_TYPE2","22"
"4969","2181","SKT/10390","AC","AC_TYPE2","22"
"4970","2181","SKT/10391","AC","AC_TYPE2","22"
"4971","2182","SKT/10443","AC","AC_TYPE2","22"
"4972","2182","SKT/10444","AC","AC_TYPE2","22"
"4973","2183","SKT/26994","DC","DC_CCS","80"
"4974","2183","SKT/26995","DC","DC_CCS","80"
"4975","2183","SKT/26996","AC","AC_TYPE2","22"
"4976","2183","SKT/26997","AC","AC_TYPE2","22"
"4977","2184","SKT/27018","AC","AC_TYPE2","22"
"4978","2184","SKT/27019","AC","AC_TYPE2","22"
"4979","2184","SKT/27020","AC","AC_TYPE2","22"
"4980","2184","SKT/27021","AC","AC_TYPE2","22"
"4981","2185","SKT/27024","AC","AC_TYPE2","22"
"4982","2185","SKT/27025","AC","AC_TYPE2","22"
"4983","2185","SKT/27026","AC","AC_TYPE2","22"
"4984","2185","SKT/27027","AC","AC_TYPE2","22"
"4985","2186","SKT/27040","AC","AC_TYPE2","22"
"4986","2186","SKT/27041","AC","AC_TYPE2","22"
"4987","2187","SKT/25574","DC","DC_CCS","60"
"4988","2187","SKT/25575","DC","DC_CCS","60"
"4989","2188","SKT/27126","AC","AC_TYPE2","22"
"4990","2188","SKT/27127","AC","AC_TYPE2","22"
"4991","2189","SKT/16147","AC","AC_TYPE2","22"
"4992","2189","SKT/16148","AC","AC_TYPE2","22"
"4993","2189","SKT/16149","DC","DC_CCS","60"
"4994","2189","SKT/27189","DC","DC_CCS","60"
"4995","2190","SKT/27224","DC","DC_CCS","180"
"4996","2190","SKT/27225","DC","DC_CCS","180"
"4997","2191","SKT/18505","DC","DC_CCS","60"
"4998","2191","SKT/18506","DC","DC_CCS","60"
"4999","2191","SKT/27246","AC","AC_TYPE2","22"
"5000","2191","SKT/27247","AC","AC_TYPE2","22"
"5001","2192","SKT/1721","AC","AC_TYPE2","22"
"5002","2192","SKT/27265","AC","AC_TYPE2","22"
"5003","2192","SKT/27266","AC","AC_TYPE2","22"
"5004","2192","SKT/27267","DC","DC_CCS","120"
"5005","2192","SKT/27268","DC","DC_CCS","120"
"5006","2192","SKT/27269","DC","DC_CCS","120"
"5007","2192","SKT/27270","DC","DC_CCS","120"
"5008","2193","SKT/26545","DC","DC_CCS","60"
"5009","2193","SKT/26546","DC","DC_CCS","60"
"5010","2193","SKT/26547","DC","DC_CCS","60"
"5011","2193","SKT/26548","DC","DC_CCS","60"
"5012","2193","SKT/26549","AC","AC_TYPE2","22"
"5013","2194","SKT/27300","AC","AC_TYPE2","22"
"5014","2194","SKT/27301","AC","AC_TYPE2","22"
"5015","2194","SKT/27302","AC","AC_TYPE2","22"
"5016","2194","SKT/27303","AC","AC_TYPE2","22"
"5017","2194","SKT/27306","DC","DC_CCS","60"
"5018","2194","SKT/27307","DC","DC_CCS","60"
"5019","2195","SKT/27308","AC","AC_TYPE2","22"
"5020","2195","SKT/27309","DC","DC_CCS","50"
"5021","2195","SKT/27310","DC","DC_CCS","50"
"5022","2196","SKT/27334","DC","DC_CCS","120"
"5023","2196","SKT/27335","DC","DC_CCS","120"
"5024","2197","SKT/27368","AC","AC_TYPE2","22"
"5025","2197","SKT/27369","AC","AC_TYPE2","22"
"5026","2198","SKT/6857","AC","AC_TYPE2","22"
"5027","2198","SKT/25412","AC","AC_TYPE2","22"
"5028","2198","SKT/27419","DC","DC_CCS","50"
"5029","2199","SKT/27436","AC","AC_TYPE2","7"
"5030","2200","SKT/27445","AC","AC_TYPE2","22"
"5031","2200","SKT/27446","AC","AC_TYPE2","22"
"5032","2201","SKT/27447","AC","AC_TYPE2","22"
"5033","2201","SKT/27448","AC","AC_TYPE2","22"
"5034","2202","SKT/27451","DC","DC_CCS","180"
"5035","2202","SKT/27452","DC","DC_CCS","180"
"5036","2203","SKT/27457","AC","AC_TYPE2","22"
"5037","2203","SKT/27458","AC","AC_TYPE2","22"
"5038","2203","SKT/27459","AC","AC_TYPE2","22"
"5039","2203","SKT/27460","AC","AC_TYPE2","22"
"5040","2203","SKT/27461","AC","AC_TYPE2","22"
"5041","2204","SKT/19359","AC","AC_TYPE2","11"
"5042","2204","SKT/19360","AC","AC_TYPE2","11"
"5043","2204","SKT/19362","AC","AC_TYPE2","11"
"5044","2204","SKT/19363","AC","AC_TYPE2","11"
"5045","2205","SKT/21133","AC","AC_TYPE2","11"
"5046","2205","SKT/21134","AC","AC_TYPE2","11"
"5047","2205","SKT/21135","AC","AC_TYPE2","11"
"5048","2206","SKT/21200","AC","AC_TYPE2","11"
"5049","2206","SKT/21201","AC","AC_TYPE2","22"
"5050","2206","SKT/21202","AC","AC_TYPE2","22"
"5051","2206","SKT/21203","AC","AC_TYPE2","22"
"5052","2206","SKT/21204","AC","AC_TYPE2","11"
"5053","2206","SKT/21205","AC","AC_TYPE2","22"
"5054","2206","SKT/21206","AC","AC_TYPE2","11"
"5055","2206","SKT/21207","AC","AC_TYPE2","22"
"5056","2206","SKT/21208","AC","AC_TYPE2","11"
"5057","2206","SKT/21209","AC","AC_TYPE2","11"
"5058","2206","SKT/21210","AC","AC_TYPE2","11"
"5059","2206","SKT/21211","AC","AC_TYPE2","11"
"5060","2206","SKT/21212","AC","AC_TYPE2","11"
"5061","2206","SKT/21213","AC","AC_TYPE2","7"
"5062","2206","SKT/21214","AC","AC_TYPE2","11"
"5063","2206","SKT/21215","DC","DC_CCS","60"
"5064","2206","SKT/21216","DC","DC_CCS","60"
"5065","2206","SKT/21217","AC","AC_TYPE2","22"
"5066","2207","SKT/25341","AC","AC_TYPE2","7"
"5067","2208","SKT/27580","DC","DC_CCS","60"
"5068","2208","SKT/27581","DC","DC_CCS","80"
"5069","2209","SKT/9442","AC","AC_TYPE2","22"
"5070","2209","SKT/9443","AC","AC_TYPE2","22"
