"id","station_id","socket_number","charging_method","connector_type","power"
"1","1","SKT/31264","DC","DC_CCS","60"
"2","1","SKT/31265","DC","DC_CCS","60"
"3","1","SKT/31266","DC","DC_CCS","60"
"4","1","SKT/31267","DC","DC_CCS","60"
"5","2","SKT/31509","AC","AC_TYPE2","7.4"
"6","3","SKT/31677","DC","DC_CCS","180"
"7","3","SKT/31678","DC","DC_CCS","180"
"8","4","SKT/16167","DC","DC_CCS","180"
"9","4","SKT/16168","DC","DC_CCS","180"
"10","5","SKT/16340","DC","DC_CCS","160"
"11","5","SKT/16341","DC","DC_CCS","160"
"12","6","SKT/16394","DC","DC_CCS","90"
"13","6","SKT/16395","DC","DC_CCS","90"
"14","7","SKT/17191","DC","DC_CCS","120"
"15","7","SKT/17192","DC","DC_CCS","120"
"16","8","SKT/17345","DC","DC_CCS","180"
"17","8","SKT/17346","DC","DC_CCS","180"
"18","9","SKT/17347","DC","DC_CCS","180"
"19","9","SKT/17348","DC","DC_CCS","180"
"20","10","SKT/15634","DC","DC_CCS","180"
"21","10","SKT/15635","DC","DC_CCS","180"
"22","11","SKT/21933","DC","DC_CCS","180"
"23","11","SKT/21934","DC","DC_CCS","180"
"24","12","SKT/22210","DC","DC_CCS","120"
"25","12","SKT/22211","DC","DC_CCS","120"
"26","13","SKT/22974","AC","AC_TYPE2","22"
"27","13","SKT/22975","AC","AC_TYPE2","22"
"28","14","SKT/23606","DC","DC_CCS","120"
"29","14","SKT/23607","DC","DC_CCS","120"
"30","15","SKT/23682","DC","DC_CCS","160"
"31","15","SKT/23683","DC","DC_CCS","160"
"32","16","SKT/32521","DC","DC_CCS","120"
"33","16","SKT/32522","DC","DC_CCS","120"
"34","17","SKT/32523","DC","DC_CCS","120"
"35","17","SKT/32524","DC","DC_CCS","120"
"36","18","SKT/33018","DC","DC_CCS","120"
"37","18","SKT/33019","DC","DC_CCS","120"
"38","19","SKT/33020","DC","DC_CCS","120"
"39","19","SKT/33021","DC","DC_CCS","120"
"40","20","SKT/33107","DC","DC_CCS","65"
"41","20","SKT/33108","DC","DC_CCS","65"
"42","21","SKT/33109","DC","DC_CCS","120"
"43","21","SKT/33110","DC","DC_CCS","120"
"44","22","SKT/33125","DC","DC_CCS","120"
"45","22","SKT/33126","DC","DC_CCS","120"
"46","23","SKT/33142","DC","DC_CCS","120"
"47","23","SKT/33143","DC","DC_CCS","120"
"48","24","SKT/15969","AC","AC_TYPE2","22"
"49","24","SKT/15970","AC","AC_TYPE2","22"
"50","25","SKT/16161","DC","DC_CCS","180"
"51","25","SKT/16162","DC","DC_CCS","180"
"52","26","SKT/31679","DC","DC_CCS","120"
"53","26","SKT/31680","DC","DC_CCS","120"
"54","27","SKT/20792","DC","DC_CCS","120"
"55","27","SKT/22089","DC","DC_CCS","120"
"56","28","SKT/30179","DC","DC_CCS","120"
"57","28","SKT/30180","DC","DC_CCS","120"
"58","29","SKT/30181","DC","DC_CCS","120"
"59","29","SKT/30182","DC","DC_CCS","120"
"60","30","SKT/31995","DC","DC_CCS","120"
"61","30","SKT/31996","DC","DC_CCS","120"
"62","31","SKT/31997","DC","DC_CCS","120"
"63","31","SKT/31998","DC","DC_CCS","120"
"64","32","SKT/27082","AC","AC_TYPE2","22"
"65","33","SKT/28522","DC","DC_CCS","180"
"66","33","SKT/28523","DC","DC_CCS","180"
"67","34","SKT/29032","DC","DC_CCS","120"
"68","34","SKT/29033","DC","DC_CCS","120"
"69","35","SKT/29034","DC","DC_CCS","120"
"70","35","SKT/29035","DC","DC_CCS","120"
"71","36","SKT/9032","AC","AC_TYPE2","22"
"72","37","SKT/29213","DC","DC_CCS","180"
"73","37","SKT/29214","DC","DC_CCS","180"
"74","38","SKT/29891","DC","DC_CCS","180"
"75","38","SKT/29892","DC","DC_CCS","180"
"76","39","SKT/30437","DC","DC_CCS","180"
"77","39","SKT/30438","DC","DC_CCS","180"
"78","40","SKT/12154","AC","AC_TYPE2","22"
"79","41","SKT/12182","AC","AC_TYPE2","22"
"80","42","SKT/38576","DC","DC_CCS","120"
"81","42","SKT/38577","DC","DC_CCS","120"
"82","42","SKT/38578","AC","AC_TYPE2","22"
"83","42","SKT/38579","AC","AC_TYPE2","22"
"84","43","SKT/38826","DC","DC_CCS","180"
"85","43","SKT/38827","DC","DC_CCS","180"
"86","43","SKT/38828","DC","DC_CCS","180"
"87","43","SKT/38829","DC","DC_CCS","180"
"88","43","SKT/38830","DC","DC_CCS","180"
"89","43","SKT/38831","DC","DC_CCS","180"
"90","44","SKT/39472","AC","AC_TYPE2","22"
"91","45","SKT/12565","DC","DC_CCS","180"
"92","45","SKT/12566","DC","DC_CCS","180"
"93","46","SKT/12613","DC","DC_CCS","180"
"94","46","SKT/12614","DC","DC_CCS","180"
"95","47","SKT/13343","DC","DC_CCS","180"
"96","47","SKT/13344","DC","DC_CCS","180"
"97","48","SKT/9585","AC","AC_TYPE2","22"
"98","48","SKT/9586","AC","AC_TYPE2","22"
"99","48","SKT/9587","AC","AC_TYPE2","22"
"100","49","SKT/189","AC","AC_TYPE2","7.4"
"101","50","SKT/5364","DC","DC_CCS","120"
"102","50","SKT/5365","DC","DC_CCS","120"
"103","51","SKT/13082","DC","DC_CCS","60"
"104","51","SKT/13083","DC","DC_CCS","60"
"105","52","SKT/13121","AC","AC_TYPE2","22"
"106","53","SKT/13803","AC","AC_TYPE2","22"
"107","53","SKT/13804","AC","AC_TYPE2","22"
"108","54","SKT/14224","DC","DC_CCS","180"
"109","54","SKT/14225","DC","DC_CCS","180"
"110","55","SKT/14724","DC","DC_CCS","90"
"111","55","SKT/14725","DC","DC_CCS","90"
"112","56","SKT/21062","DC","DC_CCS","30"
"113","57","SKT/21457","DC","DC_CCS","180"
"114","57","SKT/21458","DC","DC_CCS","180"
"115","58","SKT/21646","DC","DC_CCS","120"
"116","58","SKT/21647","DC","DC_CCS","120"
"117","59","SKT/19270","DC","DC_CCS","180"
"118","59","SKT/19271","DC","DC_CCS","180"
"119","60","SKT/21455","DC","DC_CCS","180"
"120","60","SKT/21456","DC","DC_CCS","180"
"121","61","SKT/21938","DC","DC_CCS","180"
"122","61","SKT/21939","DC","DC_CCS","180"
"123","62","SKT/21936","DC","DC_CCS","180"
"124","62","SKT/21937","DC","DC_CCS","180"
"125","63","SKT/40088","DC","DC_CCS","360"
"126","63","SKT/40089","DC","DC_CCS","360"
"127","63","SKT/40090","DC","DC_CCS","120"
"128","63","SKT/40091","DC","DC_CCS","120"
"129","64","SKT/39917","DC","DC_CCS","120"
"130","64","SKT/39918","DC","DC_CCS","120"
"131","65","SKT/29039","DC","DC_CCS","240"
"132","65","SKT/29040","DC","DC_CCS","240"
"133","66","SKT/28056","DC","DC_CCS","120"
"134","66","SKT/28057","DC","DC_CCS","120"
"135","66","SKT/28058","AC","AC_TYPE2","22"
"136","66","SKT/28059","AC","AC_TYPE2","22"
"137","66","SKT/28087","AC","AC_TYPE2","22"
"138","67","SKT/41919","DC","DC_CCS","60"
"139","67","SKT/41920","DC","DC_CCS","60"
"140","68","SKT/17349","DC","DC_CCS","180"
"141","68","SKT/17350","DC","DC_CCS","180"
"142","69","SKT/18254","DC","DC_CCS","180"
"143","69","SKT/18255","DC","DC_CCS","180"
"144","70","SKT/18268","DC","DC_CCS","180"
"145","70","SKT/18269","DC","DC_CCS","180"
"146","71","SKT/1296","AC","AC_TYPE2","22"
"147","71","SKT/1297","AC","AC_TYPE2","22"
"148","72","SKT/1298","AC","AC_TYPE2","22"
"149","72","SKT/1299","AC","AC_TYPE2","22"
"150","73","SKT/1300","AC","AC_TYPE2","22"
"151","73","SKT/1301","AC","AC_TYPE2","22"
"152","74","SKT/1302","AC","AC_TYPE2","22"
"153","74","SKT/1303","AC","AC_TYPE2","22"
"154","75","SKT/1304","AC","AC_TYPE2","22"
"155","75","SKT/1305","AC","AC_TYPE2","22"
"156","76","SKT/1308","AC","AC_TYPE2","22"
"157","76","SKT/1309","AC","AC_TYPE2","22"
"158","77","SKT/1310","AC","AC_TYPE2","22"
"159","77","SKT/1311","AC","AC_TYPE2","22"
"160","78","SKT/1312","AC","AC_TYPE2","22"
"161","78","SKT/1313","AC","AC_TYPE2","22"
"162","79","SKT/19273","DC","DC_CCS","180"
"163","79","SKT/19274","DC","DC_CCS","180"
"164","80","SKT/1306","AC","AC_TYPE2","22"
"165","80","SKT/1307","AC","AC_TYPE2","22"
"166","81","SKT/20116","AC","AC_TYPE2","22"
"167","81","SKT/20117","AC","AC_TYPE2","22"
"168","82","SKT/20722","DC","DC_CCS","180"
"169","82","SKT/20723","DC","DC_CCS","180"
"170","83","SKT/33239","DC","DC_CCS","120"
"171","83","SKT/33240","DC","DC_CCS","120"
"172","84","SKT/33183","DC","DC_CCS","120"
"173","84","SKT/33184","DC","DC_CCS","120"
"174","85","SKT/32215","DC","DC_CCS","60"
"175","85","SKT/33711","DC","DC_CCS","60"
"176","86","SKT/34048","DC","DC_CCS","90"
"177","86","SKT/34049","DC","DC_CCS","90"
"178","87","SKT/34718","AC","AC_TYPE2","22"
"179","87","SKT/34719","AC","AC_TYPE2","22"
"180","88","SKT/23374","DC","DC_CCS","120"
"181","88","SKT/23375","DC","DC_CCS","120"
"182","89","SKT/23376","DC","DC_CCS","120"
"183","89","SKT/23377","DC","DC_CCS","120"
"184","90","SKT/34908","DC","DC_CCS","60"
"185","90","SKT/34909","DC","DC_CCS","60"
"186","91","SKT/35305","DC","DC_CCS","180"
"187","91","SKT/35306","DC","DC_CCS","180"
"188","92","SKT/34470","AC","AC_TYPE2","22"
"189","92","SKT/34471","AC","AC_TYPE2","22"
"190","93","SKT/34472","AC","AC_TYPE2","22"
"191","93","SKT/34473","AC","AC_TYPE2","22"
"192","94","SKT/31082","AC","AC_TYPE2","11"
"193","94","SKT/35525","AC","AC_TYPE2","11"
"194","95","SKT/36183","AC","AC_TYPE2","3.7"
"195","96","SKT/36529","AC","AC_TYPE2","22"
"196","96","SKT/36530","AC","AC_TYPE2","22"
"197","97","SKT/36531","AC","AC_TYPE2","22"
"198","98","SKT/37146","AC","AC_TYPE2","11"
"199","98","SKT/37147","AC","AC_TYPE2","11"
"200","99","SKT/38498","DC","DC_CCS","180"
"201","99","SKT/38499","DC","DC_CCS","180"
"202","99","SKT/38500","AC","AC_TYPE2","22"
"203","100","SKT/4157","AC","AC_TYPE2","22"
"204","100","SKT/4158","AC","AC_TYPE2","22"
"205","101","SKT/31993","DC","DC_CCS","120"
"206","101","SKT/31994","DC","DC_CCS","120"
"207","102","SKT/32035","DC","DC_CCS","180"
"208","102","SKT/32036","DC","DC_CCS","180"
"209","102","SKT/32037","DC","DC_CCS","180"
"210","102","SKT/32038","DC","DC_CCS","180"
"211","102","SKT/32039","DC","DC_CCS","180"
"212","102","SKT/32040","DC","DC_CCS","180"
"213","102","SKT/32041","DC","DC_CCS","180"
"214","102","SKT/32042","DC","DC_CCS","180"
"215","103","SKT/15319","AC","AC_TYPE2","22"
"216","103","SKT/15320","AC","AC_TYPE2","22"
"217","104","SKT/15501","DC","DC_CCS","180"
"218","104","SKT/15502","DC","DC_CCS","180"
"219","105","SKT/15537","DC","DC_CCS","180"
"220","105","SKT/15538","DC","DC_CCS","180"
"221","106","SKT/23941","DC","DC_CCS","180"
"222","106","SKT/23942","DC","DC_CCS","180"
"223","107","SKT/16606","AC","AC_TYPE2","11"
"224","108","SKT/17957","DC","DC_CCS","120"
"225","108","SKT/17958","DC","DC_CCS","120"
"226","109","SKT/25116","AC","AC_TYPE2","11"
"227","109","SKT/25117","AC","AC_TYPE2","11"
"228","110","SKT/25734","DC","DC_CCS","30"
"229","111","SKT/7432","DC","DC_CCS","120"
"230","111","SKT/7433","DC","DC_CCS","120"
"231","112","SKT/30461","DC","DC_CCS","120"
"232","112","SKT/30462","DC","DC_CCS","120"
"233","113","SKT/27531","DC","DC_CCS","180"
"234","113","SKT/27532","DC","DC_CCS","180"
"235","114","SKT/21131","DC","DC_CCS","180"
"236","114","SKT/21132","DC","DC_CCS","180"
"237","115","SKT/30726","AC","AC_TYPE2","11"
"238","116","SKT/30830","DC","DC_CCS","120"
"239","116","SKT/30832","DC","DC_CCS","120"
"240","117","SKT/30971","DC","DC_CCS","120"
"241","117","SKT/30972","DC","DC_CCS","120"
"242","118","SKT/31215","DC","DC_CCS","120"
"243","118","SKT/31216","DC","DC_CCS","120"
"244","119","SKT/4862","AC","AC_TYPE2","22"
"245","119","SKT/4863","AC","AC_TYPE2","22"
"246","120","SKT/4864","AC","AC_TYPE2","22"
"247","120","SKT/4865","AC","AC_TYPE2","22"
"248","121","SKT/4870","AC","AC_TYPE2","22"
"249","121","SKT/4871","AC","AC_TYPE2","22"
"250","122","SKT/2651","AC","AC_TYPE2","22"
"251","123","SKT/2654","AC","AC_TYPE2","22"
"252","123","SKT/2655","AC","AC_TYPE2","22"
"253","124","SKT/2669","AC","AC_TYPE2","22"
"254","125","SKT/2670","AC","AC_TYPE2","22"
"255","125","SKT/2671","AC","AC_TYPE2","22"
"256","126","SKT/2672","AC","AC_TYPE2","22"
"257","126","SKT/2673","AC","AC_TYPE2","22"
"258","127","SKT/2681","AC","AC_TYPE2","22"
"259","128","SKT/929","AC","AC_TYPE2","22"
"260","129","SKT/3071","AC","AC_TYPE2","22"
"261","129","SKT/3072","AC","AC_TYPE2","22"
"262","130","SKT/3074","AC","AC_TYPE2","22"
"263","130","SKT/3075","AC","AC_TYPE2","22"
"264","131","SKT/3079","AC","AC_TYPE2","22"
"265","132","SKT/3080","AC","AC_TYPE2","22"
"266","133","SKT/4839","AC","AC_TYPE2","22"
"267","133","SKT/4840","AC","AC_TYPE2","22"
"268","134","SKT/4841","AC","AC_TYPE2","22"
"269","134","SKT/4842","AC","AC_TYPE2","22"
"270","135","SKT/5890","AC","AC_TYPE2","22"
"271","136","SKT/5891","AC","AC_TYPE2","22"
"272","137","SKT/5892","AC","AC_TYPE2","22"
"273","138","SKT/5896","AC","AC_TYPE2","22"
"274","139","SKT/5897","AC","AC_TYPE2","22"
"275","140","SKT/5901","AC","AC_TYPE2","22"
"276","141","SKT/5903","AC","AC_TYPE2","22"
"277","142","SKT/8556","AC","AC_TYPE2","22"
"278","143","SKT/2630","AC","AC_TYPE2","22"
"279","143","SKT/2631","AC","AC_TYPE2","22"
"280","144","SKT/2632","AC","AC_TYPE2","22"
"281","144","SKT/2633","AC","AC_TYPE2","22"
"282","145","SKT/9921","DC","DC_CCS","180"
"283","145","SKT/9922","DC","DC_CCS","180"
"284","146","SKT/10934","AC","AC_TYPE2","22"
"285","147","SKT/13275","AC","AC_TYPE2","22"
"286","148","SKT/13273","AC","AC_TYPE2","22"
"287","148","SKT/13274","AC","AC_TYPE2","22"
"288","149","SKT/6630","AC","AC_TYPE2","22"
"289","150","SKT/21068","DC","DC_CCS","120"
"290","150","SKT/21069","DC","DC_CCS","120"
"291","151","SKT/21070","DC","DC_CCS","120"
"292","151","SKT/21071","DC","DC_CCS","120"
"293","152","SKT/13357","AC","AC_TYPE2","22"
"294","153","SKT/13359","AC","AC_TYPE2","22"
"295","154","SKT/13342","AC","AC_TYPE2","22"
"296","155","SKT/21100","DC","DC_CCS","120"
"297","155","SKT/21101","DC","DC_CCS","120"
"298","156","SKT/21147","DC","DC_CCS","300"
"299","156","SKT/21148","DC","DC_CCS","300"
"300","156","SKT/21149","DC","DC_CCS","300"
"301","156","SKT/21150","DC","DC_CCS","300"
"302","157","SKT/21400","AC","AC_TYPE2","22"
"303","157","SKT/21401","AC","AC_TYPE2","22"
"304","157","SKT/21402","AC","AC_TYPE2","22"
"305","157","SKT/21403","AC","AC_TYPE2","22"
"306","158","SKT/281","AC","AC_TYPE2","22"
"307","159","SKT/326","AC","AC_TYPE2","22"
"308","160","SKT/355","AC","AC_TYPE2","22"
"309","161","SKT/582","AC","AC_TYPE2","22"
"310","162","SKT/796","AC","AC_TYPE2","22"
"311","162","SKT/797","AC","AC_TYPE2","22"
"312","162","SKT/798","AC","AC_TYPE2","22"
"313","162","SKT/799","AC","AC_TYPE2","22"
"314","162","SKT/800","AC","AC_TYPE2","22"
"315","163","SKT/802","DC","DC_CCS","50"
"316","163","SKT/803","DC","DC_CHADEMO","50"
"317","164","SKT/805","AC","AC_TYPE2","22"
"318","165","SKT/3858","AC","AC_TYPE2","22"
"319","166","SKT/2684","AC","AC_TYPE2","22"
"320","166","SKT/2685","AC","AC_TYPE2","22"
"321","167","SKT/2688","AC","AC_TYPE2","22"
"322","167","SKT/2689","AC","AC_TYPE2","22"
"323","168","SKT/2692","AC","AC_TYPE2","22"
"324","169","SKT/2697","AC","AC_TYPE2","22"
"325","169","SKT/2698","AC","AC_TYPE2","22"
"326","170","SKT/2709","AC","AC_TYPE2","22"
"327","170","SKT/2710","AC","AC_TYPE2","22"
"328","171","SKT/2711","AC","AC_TYPE2","22"
"329","171","SKT/2713","AC","AC_TYPE2","22"
"330","172","SKT/2714","AC","AC_TYPE2","22"
"331","172","SKT/2715","AC","AC_TYPE2","22"
"332","173","SKT/2716","AC","AC_TYPE2","22"
"333","173","SKT/2717","AC","AC_TYPE2","22"
"334","174","SKT/3051","AC","AC_TYPE2","22"
"335","174","SKT/3052","AC","AC_TYPE2","22"
"336","175","SKT/3053","AC","AC_TYPE2","22"
"337","175","SKT/3054","AC","AC_TYPE2","22"
"338","176","SKT/3057","AC","AC_TYPE2","22"
"339","176","SKT/3058","AC","AC_TYPE2","22"
"340","177","SKT/3059","AC","AC_TYPE2","22"
"341","177","SKT/3060","AC","AC_TYPE2","22"
"342","178","SKT/3061","AC","AC_TYPE2","22"
"343","179","SKT/5291","DC","DC_CCS","120"
"344","179","SKT/5292","DC","DC_CCS","120"
"345","180","SKT/6340","DC","DC_CCS","120"
"346","180","SKT/6341","DC","DC_CCS","120"
"347","181","SKT/6349","DC","DC_CCS","60"
"348","181","SKT/6350","DC","DC_CCS","60"
"349","182","SKT/13682","AC","AC_TYPE2","11"
"350","183","SKT/13761","AC","AC_TYPE2","22"
"351","184","SKT/13771","AC","AC_TYPE2","22"
"352","184","SKT/13772","AC","AC_TYPE2","22"
"353","185","SKT/7613","AC","AC_TYPE2","22"
"354","185","SKT/7614","AC","AC_TYPE2","22"
"355","186","SKT/1252","AC","AC_TYPE2","22"
"356","186","SKT/1253","AC","AC_TYPE2","22"
"357","187","SKT/4919","AC","AC_TYPE2","22"
"358","187","SKT/4920","AC","AC_TYPE2","22"
"359","188","SKT/6681","DC","DC_CCS","180"
"360","188","SKT/6718","DC","DC_CCS","180"
"361","189","SKT/6720","DC","DC_CCS","180"
"362","189","SKT/6721","DC","DC_CCS","180"
"363","190","SKT/603","AC","AC_TYPE2","22"
"364","190","SKT/604","AC","AC_TYPE2","22"
"365","191","SKT/606","AC","AC_TYPE2","22"
"366","192","SKT/192","AC","AC_TYPE2","22"
"367","193","SKT/6659","AC","AC_TYPE2","22"
"368","194","SKT/6956","DC","DC_CCS","150"
"369","194","SKT/6957","DC","DC_CCS","150"
"370","195","SKT/12109","DC","DC_CCS","120"
"371","195","SKT/12110","DC","DC_CCS","120"
"372","196","SKT/13339","AC","AC_TYPE2","22"
"373","197","SKT/13353","AC","AC_TYPE2","22"
"374","198","SKT/13354","AC","AC_TYPE2","22"
"375","199","SKT/13355","AC","AC_TYPE2","22"
"376","200","SKT/13356","AC","AC_TYPE2","22"
"377","201","SKT/13360","AC","AC_TYPE2","22"
"378","202","SKT/13361","AC","AC_TYPE2","22"
"379","203","SKT/13362","AC","AC_TYPE2","22"
"380","204","SKT/13363","AC","AC_TYPE2","22"
"381","205","SKT/13364","AC","AC_TYPE2","22"
"382","206","SKT/13365","AC","AC_TYPE2","22"
"383","207","SKT/13366","AC","AC_TYPE2","22"
"384","208","SKT/13367","AC","AC_TYPE2","22"
"385","209","SKT/13368","AC","AC_TYPE2","22"
"386","210","SKT/13369","AC","AC_TYPE2","22"
"387","211","SKT/8557","AC","AC_TYPE2","22"
"388","212","SKT/22720","AC","AC_TYPE2","22"
"389","212","SKT/22721","AC","AC_TYPE2","22"
"390","212","SKT/22722","AC","AC_TYPE2","22"
"391","212","SKT/22723","AC","AC_TYPE2","22"
"392","212","SKT/22724","AC","AC_TYPE2","22"
"393","212","SKT/22725","AC","AC_TYPE2","22"
"394","212","SKT/22726","AC","AC_TYPE2","22"
"395","212","SKT/22727","AC","AC_TYPE2","22"
"396","212","SKT/22728","AC","AC_TYPE2","22"
"397","212","SKT/22729","AC","AC_TYPE2","22"
"398","212","SKT/22730","AC","AC_TYPE2","22"
"399","212","SKT/22731","AC","AC_TYPE2","22"
"400","212","SKT/23058","AC","AC_TYPE2","22"
"401","212","SKT/23059","AC","AC_TYPE2","22"
"402","212","SKT/23060","AC","AC_TYPE2","11"
"403","212","SKT/23063","AC","AC_TYPE2","11"
"404","213","SKT/26868","AC","AC_TYPE2","22"
"405","214","SKT/26875","AC","AC_TYPE2","22"
"406","215","SKT/26878","DC","DC_CCS","120"
"407","215","SKT/26879","DC","DC_CCS","120"
"408","216","SKT/26882","DC","DC_CCS","30"
"409","216","SKT/26883","DC","DC_CCS","30"
"410","216","SKT/26884","DC","DC_CCS","30"
"411","217","SKT/6622","DC","DC_CCS","150"
"412","217","SKT/6623","DC","DC_CCS","150"
"413","218","SKT/4866","AC","AC_TYPE2","22"
"414","218","SKT/4867","AC","AC_TYPE2","22"
"415","219","SKT/27205","DC","DC_CCS","90"
"416","219","SKT/27206","DC","DC_CCS","90"
"417","220","SKT/27287","DC","DC_CCS","180"
"418","220","SKT/27288","DC","DC_CCS","180"
"419","220","SKT/27289","DC","DC_CCS","180"
"420","220","SKT/27290","DC","DC_CCS","180"
"421","220","SKT/27291","DC","DC_CCS","180"
"422","220","SKT/27292","DC","DC_CCS","180"
"423","220","SKT/27293","DC","DC_CCS","180"
"424","220","SKT/27294","DC","DC_CCS","180"
"425","221","SKT/27340","DC","DC_CCS","120"
"426","221","SKT/27341","DC","DC_CCS","120"
"427","222","SKT/27354","DC","DC_CCS","40"
"428","222","SKT/27355","DC","DC_CCS","40"
"429","223","SKT/27364","AC","AC_TYPE2","22"
"430","223","SKT/27365","AC","AC_TYPE2","22"
"431","224","SKT/27366","AC","AC_TYPE2","22"
"432","224","SKT/27367","AC","AC_TYPE2","22"
"433","225","SKT/26972","AC","AC_TYPE2","22"
"434","225","SKT/26973","DC","DC_CCS","50"
"435","226","SKT/7462","DC","DC_CCS","120"
"436","226","SKT/20771","DC","DC_CCS","120"
"437","226","SKT/27440","AC","AC_TYPE2","22"
"438","227","SKT/27441","DC","DC_CCS","50"
"439","228","SKT/27442","AC","AC_TYPE2","22"
"440","229","SKT/16091","AC","AC_TYPE2","22"
"441","229","SKT/16092","DC","DC_CCS","180"
"442","230","SKT/16443","AC","AC_TYPE2","22"
"443","231","SKT/16772","DC","DC_CCS","60"
"444","231","SKT/16773","DC","DC_CCS","60"
"445","232","SKT/2542","AC","AC_TYPE2","22"
"446","232","SKT/16790","AC","AC_TYPE2","22"
"447","233","SKT/997","AC","AC_TYPE2","22"
"448","233","SKT/16796","AC","AC_TYPE2","22"
"449","234","SKT/16938","AC","AC_TYPE2","22"
"450","234","SKT/16939","AC","AC_TYPE2","22"
"451","235","SKT/17131","DC","DC_CCS","120"
"452","235","SKT/17132","DC","DC_CCS","120"
"453","235","SKT/17133","AC","AC_TYPE2","22"
"454","235","SKT/17134","AC","AC_TYPE2","22"
"455","236","SKT/17189","DC","DC_CCS","120"
"456","236","SKT/17190","DC","DC_CCS","120"
"457","237","SKT/6499","AC","AC_TYPE2","22"
"458","237","SKT/7275","AC","AC_TYPE2","22"
"459","237","SKT/7276","AC","AC_TYPE2","22"
"460","238","SKT/12139","AC","AC_TYPE2","22"
"461","239","SKT/12147","AC","AC_TYPE2","22"
"462","240","SKT/12166","AC","AC_TYPE2","22"
"463","241","SKT/14635","AC","AC_TYPE2","7"
"464","241","SKT/14636","AC","AC_TYPE2","7"
"465","242","SKT/16280","AC","AC_TYPE2","3.7"
"466","243","SKT/16279","AC","AC_TYPE2","3.7"
"467","244","SKT/30749","AC","AC_TYPE2","22"
"468","245","SKT/3618","DC","DC_CCS","180"
"469","245","SKT/3619","DC","DC_CCS","180"
"470","246","SKT/3848","DC","DC_CCS","180"
"471","246","SKT/3849","DC","DC_CCS","180"
"472","247","SKT/4163","DC","DC_CCS","90"
"473","247","SKT/4164","DC","DC_CCS","90"
"474","248","SKT/2609","AC","AC_TYPE2","22"
"475","248","SKT/2610","AC","AC_TYPE2","22"
"476","249","SKT/2611","AC","AC_TYPE2","22"
"477","249","SKT/2612","AC","AC_TYPE2","22"
"478","250","SKT/2618","AC","AC_TYPE2","22"
"479","250","SKT/2619","AC","AC_TYPE2","22"
"480","251","SKT/2621","AC","AC_TYPE2","22"
"481","251","SKT/2622","AC","AC_TYPE2","22"
"482","252","SKT/2624","AC","AC_TYPE2","22"
"483","253","SKT/2625","AC","AC_TYPE2","22"
"484","254","SKT/2628","AC","AC_TYPE2","22"
"485","254","SKT/2629","AC","AC_TYPE2","22"
"486","255","SKT/19450","AC","AC_TYPE2","22"
"487","256","SKT/19716","DC","DC_CCS","180"
"488","256","SKT/19717","DC","DC_CCS","180"
"489","256","SKT/19718","DC","DC_CCS","180"
"490","256","SKT/19719","DC","DC_CCS","180"
"491","257","SKT/15869","DC","DC_CCS","120"
"492","257","SKT/15870","DC","DC_CCS","120"
"493","258","SKT/33332","DC","DC_CCS","60"
"494","258","SKT/33333","DC","DC_CCS","60"
"495","259","SKT/33463","AC","AC_TYPE2","22"
"496","260","SKT/33581","DC","DC_CCS","50"
"497","260","SKT/33582","DC","DC_CCS","50"
"498","261","SKT/33583","DC","DC_CCS","50"
"499","261","SKT/33584","DC","DC_CCS","50"
"500","262","SKT/33600","DC","DC_CCS","120"
"501","262","SKT/33603","DC","DC_CCS","120"
"502","263","SKT/33601","DC","DC_CCS","60"
"503","263","SKT/33602","DC","DC_CCS","60"
"504","264","SKT/33742","AC","AC_TYPE2","22"
"505","264","SKT/33743","AC","AC_TYPE2","22"
"506","265","SKT/33773","DC","DC_CCS","50"
"507","265","SKT/33774","DC","DC_CHADEMO","50"
"508","266","SKT/33805","DC","DC_CCS","180"
"509","266","SKT/33806","DC","DC_CCS","180"
"510","267","SKT/33909","AC","AC_TYPE2","22"
"511","268","SKT/34022","AC","AC_TYPE2","22"
"512","269","SKT/34070","DC","DC_CCS","60"
"513","269","SKT/34071","DC","DC_CCS","60"
"514","270","SKT/34823","AC","AC_TYPE2","22"
"515","270","SKT/34825","AC","AC_TYPE2","22"
"516","271","SKT/35142","DC","DC_CCS","120"
"517","271","SKT/35143","DC","DC_CCS","120"
"518","272","SKT/35232","DC","DC_CCS","90"
"519","272","SKT/35233","DC","DC_CCS","90"
"520","273","SKT/35311","DC","DC_CCS","150"
"521","273","SKT/35312","DC","DC_CCS","150"
"522","274","SKT/35352","AC","AC_TYPE2","11"
"523","274","SKT/35353","AC","AC_TYPE2","11"
"524","274","SKT/35354","AC","AC_TYPE2","11"
"525","274","SKT/35355","AC","AC_TYPE2","11"
"526","274","SKT/35356","AC","AC_TYPE2","11"
"527","274","SKT/35357","AC","AC_TYPE2","11"
"528","274","SKT/35358","AC","AC_TYPE2","11"
"529","275","SKT/27474","DC","DC_CCS","120"
"530","275","SKT/27475","DC","DC_CCS","120"
"531","276","SKT/6210","AC","AC_TYPE2","22"
"532","277","SKT/27635","DC","DC_CCS","120"
"533","277","SKT/27636","DC","DC_CCS","120"
"534","278","SKT/25626","AC","AC_TYPE2","22"
"535","278","SKT/25627","AC","AC_TYPE2","22"
"536","278","SKT/25628","DC","DC_CCS","120"
"537","278","SKT/25629","DC","DC_CCS","120"
"538","279","SKT/13151","AC","AC_TYPE2","22"
