"id","station_number","city_id","district_id","station_name","address","is_private","brand_id","latitude","longitude"
"1","ŞRJ/12262",,,"Hilton Garden Inn Erzurum","Ömer Nasuhi Bilmen Mahallesi Hava Alanı Yolu Caddesi Yakutiye / ERZURUM","0","171","39.9161504","41.250616"
"2","ŞRJ/12326",,,"AUTO KİNG OTO EKSPERTİZ IĞDIR","Cumhuriyet Mahallesi K.karabekir Caddesi  No:13/A Merkez / IĞDIR","0","165","39.9200596","44.0436151"
"3","ŞRJ/12375",,,"Arzen Park","E80 Karayolu Üzeri 5.km Mahallesi  No:40/3 Aziziye / ERZURUM","0","106","39.9220733","41.1931755"
"4","ŞRJ/7216",,,"Shell Erzincan Girişi","Mimar Sinan Mahallesi Halitpaşa Caddesi Merkez / ERZİNCAN","0","153","39.746797","39.491124"
"5","ŞRJ/7281",,,"YMY Ssangyong Şahsuvaroğlu Erzurum","Kurtuluş Mah Mahallesi Tortum Yolu Cad Caddesi Yakutiye / ERZURUM","0","124","39.9054993","41.2658236"
"6","ŞRJ/7300",,,"Bayburt Otel Konaklama","Şingah Mahallesi  No:17 Merkez / BAYBURT","0","56","40.2593543","40.2136412"
"7","ŞRJ/7598",,,"Bayburt Günpaş AVM","Bayburt Çaykara Yolu Caddesi  Bayburt Kuleleri Altı Merkez / BAYBURT","0","56","40.2611499","40.2136207"
"8","ŞRJ/7636",,,"Ağrı Girişi Shell","Yolugüzel Mahallesi  Erzurum Ağrı Yolu Merkez / AĞRI","0","153","39.719074","43.050591"
"9","ŞRJ/7637",,,"Doğubayazıt Ertur Otel","Vatan Mahallesi  Çevreyolu Üstü Doğubayazıt / AĞRI","0","153","39.5524212","44.0600715"
"10","ŞRJ/6997",,,"Erzurum Özel Buhara Hastanesi","Palandöken Kavşağı Mahallesi  No:3 Palandöken / ERZURUM","0","153","39.89612","41.2725115"
"11","ŞRJ/9331",,,"Shell Aşkale","Bahçelievler Mahallesi Erzurum Caddesi Aşkale / ERZURUM","0","153","39.9054993","41.2658236"
"12","ŞRJ/9428",,,"Tunahan Petrol","Topkaya Mahallesi Kars Caddesi  No:14 Akyaka / KARS","0","106","40.6013378","43.0974525"
"13","ŞRJ/9636",,,"B-CHARGE - ŞAHİKA GROUP","Kurtuluş Mahallesi Tortum Yolu Caddesi  No:256 Yakutiye / ERZURUM","0","20","39.9266335","41.2834415"
"14","ŞRJ/9852",,,"Opet Ekrem Kırali","Zahit Mahallesi  No:55 Merkez / BAYBURT","0","166","40.2422318","40.2444726"
"15","ŞRJ/9882",,,"BAYBERD HOTEL","Şinhag Mahallesi  No:44 Merkez / BAYBURT","0","50","40.2670444","40.2009263"
"16","ŞRJ/12657",,,"Sunpet Sazbeyi","Yalnızbağ/mimar Sinan Mahallesi  Yukarı Kuşkonm Merkez / ERZİNCAN","0","166","39.746797","39.491124"
"17","ŞRJ/12658",,,"Sunpet Saztepe","Erzincan-erzurum Karayolu 11. Km. Mahallesi  Saztepe Merkez / ERZİNCAN","0","166","39.69979","39.620181"
"18","ŞRJ/12794",,,"Nurettinoglu Petrol","Adnan Menderes Mahallesi Ağrı Caddesi  No:54/b /Nurettinoğlu Petrol Horasan / ERZURUM","0","76","39.9054993","41.2658236"
"19","ŞRJ/12795",,,"Şehzade Cafe","Kethuda Mahallesi Şehit İshak Çelik Caddesi  No:Şehzade kongre toplantı  düğün Pasinler / ERZURUM","0","76","39.9054993","41.2658236"
"20","ŞRJ/12831",,,"Ald Petrol","Iğdır Doğubeyazıt Yolu Mahallesi  No:108 Merkez / IĞDIR","0","76","39.8610199","44.0643352"
"21","ŞRJ/12832",,,"Melekli Aytemiz Petrol","14 Kasım Mahallesi  No:334 Karakoyunlu / IĞDIR","0","76","39.9403831","44.1281887"
"22","ŞRJ/12841",,,"GES Çiftlik","Yamaçlı Mahallesi  No:60  Benli Ahmet Selim / KARS","0","76","40.6013378","43.0974525"
"23","ŞRJ/12846",,,"Avşar Petrol","Höçvan Hasköy Mahallesi Hasköy 1. Sokağı Merkez / ARDAHAN","0","76","41.11295","42.70228"
"24","ŞRJ/7138",,,"Winter City Hotel Kars","Yenişehir Mahallesi  No:70 Merkez / KARS","0","171","40.5811108","43.0990824"
"25","ŞRJ/7213",,,"Erzincan Neon Hastanesi","Ergenekon Mahallesi 104 Sokağı Merkez / ERZİNCAN","0","153","39.7488732","39.4689889"
"26","ŞRJ/12376",,,"Orhan Daş Petrol","Adnan Menderes Mahallesi Erzurum Caddesi  No:171/1 Horasan / ERZURUM","0","106","39.9054993","41.2658236"
"27","ŞRJ/8948",,,"Kahraman Petrol","Yeni Mahalle Mahallesi . Caddesi Tuzluca / IĞDIR","0","76","39.9200596","44.0436151"
"28","ŞRJ/11960",,,"Özer Kardeşler Petrol","Çamlıçatak Mahallesi 177 Sokağı  Çamlıçatak Mücavir  Çamlıçatak Merkez / ARDAHAN","0","76","41.11295","42.70228"
"29","ŞRJ/11961",,,"Balpet - Canik Petrol","Canik Mahallesi  No:376 /Canik Petrol Tuşba / VAN","0","76","38.863384","43.4470619"
"30","ŞRJ/12480",,,"Dambat Maden Suyu","Yolluyazı Mahallesi  Yolluyazı Merkez / AĞRI","0","76","39.6572109","43.0163765"
"31","ŞRJ/12481",,,"Yenigun Dinlenme Tesisleri","Taşteker Mahallesi Taşteker Sokağı  No:1 /Cevdet yenigün Taşlıçay / AĞRI","0","76","39.612338","43.516545"
"32","ŞRJ/11021",,,"GRAND EMİR HOTEL","Gölçük Mahallesi Recep Tayyip Erdoğan Caddesi  No:14 Merkez / ERZİNCAN","0","165","39.7539863","39.4533004"
"33","ŞRJ/11492",,,"DOĞA OTEL ERZİNCAN","Mimar Sinan Mahallesi Çevreyolu Caddesi  No:3 Merkez / ERZİNCAN","0","50","39.7681914","39.0501306"
"34","ŞRJ/11627",,,"Çelikler Petrol","Müftüselim Mahallesi 432. Sokağı  No:2/6 Eleşkirt / AĞRI","0","106","39.719074","43.050591"
"35","ŞRJ/11628",,,"Yurtpınar Petrol","Fırat Mahallesi Çevreyolu Caddesi  No:414  Sanayi Sitesi Merkez / AĞRI","0","106","39.7608999","42.9687"
"36","ŞRJ/4326",,,"Petrol Ofisi - Mercan Beldesi Akşemsettin","Akşemsettın Mahallesi E-80 Karayolu Caddesi  No:15/A Tercan / ERZİNCAN","0","39","39.746797","39.491124"
"37","ŞRJ/11694",,,"Ardahan Kahramanlar Caddesi","Karagöl Mahallesi Kongre Caddesi  No:46 Merkez / ARDAHAN","0","153","41.1182218","42.7127949"
"38","ŞRJ/11873",,,"Çakır Palace Otel","Aşağı Özbağ Mahallesi  Rize Yol Ayrımı İspir / ERZURUM","0","153","39.9054993","41.2658236"
"39","ŞRJ/12034",,,"Tercan Di-Kubik Tesisleri","Ahmet Yesevi Mahallesi Yavuzlar Sokağı  No:74 Tercan / ERZİNCAN","0","153","39.777631","40.383667"
"40","ŞRJ/5609",,,"TÜVTÜRK Araç Muayene İstasyonu-Merkez/IĞDIR","Namık Kemal Mahallesi Ortaokul Sokağı  No:51  Melekli Merkez / IĞDIR","0","157","39.9393786","44.091626"
"41","ŞRJ/5636",,,"TÜVTÜRK Araç Muayene İstasyonu-Merkez/ERZURUM","Şükrüpaşa Mahallesi Tortum Yolu Caddesi  No:279 Yakutiye / ERZURUM","0","157","39.9054993","41.2658236"
"42","ŞRJ/14627",,,"Ramada By Wyndham Erzurum","Hüseyin Avni Ulaş Mahallesi Şehir Hastanesi Karşısı Çat Yolu Üzeri Caddesi Palandöken / ERZURUM","0","53","39.8851404","41.2374915"
"43","ŞRJ/14682",,,"Ergan AVM","Mimar Sinan Mahallesi Halitpaşa Caddesi  No:133 Merkez / ERZİNCAN","0","153","39.746797","39.491124"
"44","ŞRJ/14861",,,"PADO DONDURMA","Dadaşkent Mahallesi  E80 Karayolu. Dadaşkent 5km. Aziziye / ERZURUM","0","165","39.9124378","41.2732547"
"45","ŞRJ/5783",,,"Erzurum Valilik","Muratpaşa Mahallesi  Valilik Yakutiye / ERZURUM","0","153","39.9038221","41.2617857"
"46","ŞRJ/5807",,,"Iğdır Migros","Bağlar Mahallesi Kırk Evler Sokağı  No:11-1 Merkez / IĞDIR","0","153","39.9226001","44.0439213"
"47","ŞRJ/6107",,,"Kars Kafkas","Cumhuriyet Mahallesi  No:36100 Merkez / KARS","0","153","40.6048978","43.084593"
"48","ŞRJ/4548",,,"B-CHARGE - İPRA TEKSTİL","Bahçelievler Mahallesi Transit Caddesi Pasinler / ERZURUM","0","20","39.9054993","41.2658236"
"49","ŞRJ/94",,,"Ergüleryüz Otomotiv, Yakutiye","Ömer Nasuhi Bilmen Mahallesi Tortum Yolu Caddesi  No:212 Yakutiye / ERZURUM","0","56","39.9055617","41.2657424"
"50","ŞRJ/2798",,,"Bayberd Hotel, Bayburt","Şingah Mahallesi  No:44 Merkez / BAYBURT","0","56","40.2670444","40.2009263"
"51","ŞRJ/5987",,,"Kadoil, Zana Petrol, Ağrı","Doğubeyazıt - Iğdır Karayolu Caddesi  No:76  Karaca Doğubayazıt / AĞRI","0","56","39.719074","43.050591"
"52","ŞRJ/5996",,,"Otopratik (Metin Oto), Iğdır","Sanayi Sitesi Mahallesi  No:13 B Blok /1 Merkez / IĞDIR","0","56","39.9320401","44.0660692"
"53","ŞRJ/6331",,,"Grand Cenas Hotel & Petrol Ağrı","Fırat Mahallesi Çevre Yolu Caddesi  No:97 Merkez / AĞRI","0","171","39.7138786","43.0193328"
"54","ŞRJ/6494",,,"Bayburt Sekmenli Tesisleri","Aşağı Gümüşsu Mahallesi Merkez / BAYBURT","0","153","40.2512703","40.2276082"
"55","ŞRJ/6646",,,"Aytemiz, Özbekoğlu Petrol, Bayburt","Şingah Mahallesi  No:22  Kayışkıran Merkez / BAYBURT","0","56","40.26032","40.228048"
"56","ŞRJ/9017",,,"Çimenler Otomotiv, Şükrüpaşa, Erzurum","Şükrüpaşa Mahallesi  No:1 Yakutiye / ERZURUM","0","56","39.9382936","41.2859352"
"57","ŞRJ/9177",,,"Shell Bayburt","Tuzcuzade Mahallesi  No:19/11 Merkez / BAYBURT","0","153","40.2580094","40.2151794"
"58","ŞRJ/9236",,,"Alparslan Cami","Cumhuriyet Mahallesi Faikbey Caddesi  No:142 Merkez / KARS","0","106","40.613124","43.1117669"
"59","ŞRJ/8393",,,"Bayburt Üniversitesi Kültür Merkezi","Danişment Mahallesi Merkez / BAYBURT","0","153","40.250417","40.1832602"
"60","ŞRJ/9176",,,"Togg Store Erzurum","Şıh Mahallesi Yakutiye / ERZURUM","0","153","39.9054993","41.2658236"
"61","ŞRJ/9334",,,"ETÜ Edebiyat Fakültesi","Ömer Nasuhi Bilmen Mahallesi  No:12 Yakutiye / ERZURUM","0","153","39.9163078","41.2354576"
"62","ŞRJ/9333",,,"Shell Karskapı","Ömer Nasuhi Bilmen Mahallesi  No:12 Yakutiye / ERZURUM","0","153","39.9058255","41.2827354"
"63","ŞRJ/15054",,,"Yılmaz Yılmazlar - Skoda","Şükrüpaşa Mahallesi Tortum Yolu Caddesi  3. Km Yakutiye / ERZURUM","0","34","39.9516671","41.2926433"
"64","ŞRJ/15001",,,"Adil Cam, Yakutiye - DC","Soğuk Çermik Mahallesi Yakutiye / ERZURUM","0","111","39.9","41.27"
"65","ŞRJ/11630",,,"CV Charging-Bayburt Lamia Petrol Elektrikli Araç Şarj İstasyonu","Şingah Mahallesi  No:37 Merkez / BAYBURT","0","29","40.2706454","40.1960701"
"66","ŞRJ/11338",,,"Erz Erzurum","Ilıca Mahallesi  No:90 Merkez / ERZURUM","0","34","39.9614729","41.1792577"
"67","ŞRJ/15670",,,"Sönmezler İsuzu Erzurum","Kurtuluş Mahallesi Tortum Yolu Caddesi  No:78 Yakutiye / ERZURUM","0","171","39.9346025","41.2844936"
"68","ŞRJ/7638",,,"Ağrı Grand Cenas Otel","Fırat Mahallesi  Erzurum Yolu Üzeri Dsi Karşısı Merkez / AĞRI","0","153","39.7138786","43.0193328"
"69","ŞRJ/7998",,,"CANKA ENERGY PETROL","100.yıl Mahallesi Yeni Vatan Caddesi  No:254 Merkez / AĞRI","0","50","39.719074","43.050591"
"70","ŞRJ/8002",,,"Horasan Mevlana Petrol","Dalbaşı Mahallesi Erzurum Caddesi  No:190 Horasan / ERZURUM","0","153","40.040049","42.168877"
"71","ŞRJ/775",,,"Alpet Aktaşlar Petrol Ardahan","Halilefendi Mahallesi Artvin Caddesi  No:77 Merkez / ARDAHAN","0","171","41.1258429","42.6836249"
"72","ŞRJ/776",,,"Bayburt Center","Gençosman Mahallesi Dedepaşa Caddesi  No:56 Merkez / BAYBURT","0","171","40.26032","40.228048"
"73","ŞRJ/777",,,"Büyük Erzincan Oteli","Erzurum Karayolu Mahallesi  Erzurum Karayolu Üzeri Tedaş Karşısı Merkez / ERZİNCAN","0","171","39.741352","39.5186576"
"74","ŞRJ/778",,,"DEDEMAN SKİ LODGE","Yunusemre Mahallesi Kayat Tesisleri Sokağı  No:3 Palandöken / ERZURUM","0","171","39.860052","41.2747321"
"75","ŞRJ/779",,,"Doğubayazıt AVM Ağrı","Çiftepınar Mahallesi Rıfkıbaşkaya Caddesi  No:17 Doğubayazıt / AĞRI","0","171","39.719074","43.050591"
"76","ŞRJ/781",,,"Hilton Garden lnn Erzincan","İzzetpaşa Mahallesi  No:36 Merkez / ERZİNCAN","0","171","39.746797","39.491124"
"77","ŞRJ/782",,,"Lukoil Aslankaya Petrol Iğdır","Konaklı Mahallesi Kazım Karabekir Caddesi  No:143 Merkez / IĞDIR","0","171","39.9200596","44.0436151"
"78","ŞRJ/783",,,"Lukoil İsmail Demirel Petrol Iğdır","14 Kasım Mahallesi Nihat Polat Caddesi  No:54 /A Merkez / IĞDIR","0","171","39.9329979","44.0568751"
"79","ŞRJ/8394",,,"Erzurum MNG AVM","Lalapaşa Mahallesi Terminal Caddesi  No:45 Yakutiye / ERZURUM","0","106","39.9114049","41.2512771"
"80","ŞRJ/780",,,"Erzurum Şehirlerarası Otobüs Terminali","Çiftlik-kars Erzincan Yolu Mahallesi  No:311  Çiftlik-kars Erzincan Yolu Yakutiye / ERZURUM","0","171","39.9611198","41.2203243"
"81","ŞRJ/8712",,,"Palerium AVM Erzurum","Muratpaşa Mahallesi Cumhuriyet Caddesi  No:14 Yakutiye / ERZURUM","0","171","39.905439","41.269552"
"82","ŞRJ/8931",,,"FEVSAN AKARYAKIT LUKOİL","Hafızpaşa Mahallesi Cumhuriyet Caddesi  No:106 /1 Merkez / KARS","0","50","40.6013378","43.0974525"
"83","ŞRJ/12881",,,"Kristal Kar Tanesi Otel","İnönü Mahallesi Oteller Bölgesi Sokağı Sarıkamış / KARS","0","76","40.6013378","43.0974525"
"84","ŞRJ/12862",,,"ERZİNCAN REFAHİYE ÇİFTÇİOĞLU PETROL","E-80 Karayolu Üzeri Mahallesi  Alaçatlı Refahiye / ERZİNCAN","0","166","39.902025","38.896077"
"85","ŞRJ/12562",,,"Volvo Cindilli Erzurum","Tortum Yolu Caddesi Caddesi  No:Cindilli Volvo Plaza Yakutiye / ERZURUM","0","21","39.9497114","41.2923536"
"86","ŞRJ/13174",,,"Kuzey Yıldızı Otel, Ardahan","İnönü Mahallesi Kongre Caddesi  No:297  Ardahan Göle Yolu Merkez / ARDAHAN","0","56","41.0976115","42.6692439"
"87","ŞRJ/13369",,,"ERZİNCAN PARK AVM","Mimar Sinan Mahallesi Halit Paşa Caddesi  No:151 Merkez / ERZİNCAN","0","166","39.7477107","39.4666992"
"88","ŞRJ/9771",,,"MEVA OTEL","Halitpaşa Mahallesi 1271 Sokağı Merkez / ERZİNCAN","0","131","39.7472039","39.4778176"
"89","ŞRJ/9772",,,"SEYRİDEM PARK","Kavakyolu Cumhuriyet Mahallesi Merkez / ERZİNCAN","0","131","39.7508691","39.4598459"
"90","ŞRJ/13434",,,"Gülperi Otel","Tuzla Mahallesi Atatürk Caddesi  No:67 Narman / ERZURUM","0","76","39.9054993","41.2658236"
"91","ŞRJ/13573",,,"Erzurum-1","Hüseyin Avni Ulaş Mahallesi  Bellona Satış Noktası Palandöken / ERZURUM","0","89","39.933526","41.277223"
"92","ŞRJ/13256",,,"Türk Telekom Erzurum Bölge Müdürlüğü","Murat Paşa Mahallesi Cumhurıyet Caddesi  No:4/A Yakutiye / ERZURUM","0","40","39.9075357","41.2704247"
"93","ŞRJ/13257",,,"Türk Telekom Erzurum Palandöken Ofisi","Müftü Solakzade Mahallesi Mimar Sinan Caddesi 30 Sokağı Palandöken / ERZURUM","0","40","39.9054993","41.2658236"
"94","ŞRJ/12212",,,"ÖZ EFENDİOĞULLARI PETROL VE DİNLENME TESİSLERİ","Yiğittaşı Mahallesi  No:105 Pasinler / ERZURUM","0","165","39.9054993","41.2658236"
"95","ŞRJ/13801",,,"OTORAPOR OTO EKSPERTİZ BAYBURT","Gençosman Mahallesi  No:158/A Merkez / BAYBURT","0","165","40.26032","40.228048"
"96","ŞRJ/13917",,,"KAYI RESORT OTEL","İnönü Mahallesi Sarıkamış / KARS","0","165","40.3199772","42.6197395"
"97","ŞRJ/13918",,,"KAYI SNOW OTEL","İnönü Mahallesi Sarıkamış / KARS","0","165","40.321701","42.6171798"
"98","ŞRJ/14136",,,"DÖNERCİ BEY RESTORAN","Adnan Menderes Mahallesi Çat Yolu Caddesi  No:11 Palandöken / ERZURUM","0","165","39.9054993","41.2658236"
"99","ŞRJ/14609",,,"Akkar Erzincan - Volkswagen","Cengiz Topel Mahallesi  Erzurum Karayolu 3.km Merkez / ERZİNCAN","0","34","39.7278835","39.5500824"
"100","ŞRJ/2262",,,"Aytemiz Özaydın Petrol Kars","Yenişehir Mahallesi İsmailaytemiz Bulv. Caddesi  No:158 Merkez / KARS","0","171","40.6013378","43.0974525"
"101","ŞRJ/12479",,,"Şelale Cafe","Merkez Esentepe Mahallesi Kasaba Karşısı Sokağı  No:16 Eleşkirt / AĞRI","0","76","39.719074","43.050591"
"102","ŞRJ/12497",,,"Shell Esadaş Dinlenme Tesisleri","Yenidoğan Mahallesi  Amasya Erzurum Yolu Refahiye / ERZİNCAN","0","153","39.7496682","39.4919354"
"103","ŞRJ/6885",,,"Snow Flake Dağ Oteli","İnönü Mahallesi  No:48  Hançerli Düzü Küme Evleri Sarıkamış / KARS","0","171","40.6013378","43.0974525"
"104","ŞRJ/6940",,,"Tortum Bizim Petrol","Söğütlü Mahallesi  Kaşar Tortum / ERZURUM","0","153","40.2792952","41.5583818"
"105","ŞRJ/6957",,,"GRAND SİMAY OTEL","Halitpaşa Mahallesi Halitpaşa Caddesi  No:53/A Merkez / ERZİNCAN","0","50","39.7468958","39.4823122"
"106","ŞRJ/9960",,,"POLAT PALANDÖKEN HOTEL","İbrahim Polat Caddesi  Teleferik Önü Palandöken / ERZURUM","0","50","39.8664218","41.2747069"
"107","ŞRJ/7388",,,"RESULOĞLU PETROL VE DİNLENME TESİSİ","Şehitler Mahallesi Erzurum Kars Karayolu Caddesi  No:1 Köprüköy / ERZURUM","0","165","39.9054993","41.2658236"
"108","ŞRJ/7880",,,"GARDEN INN HILTON ERZURUM","Ömer Nasuhi Bilmen Mahallesi Açelya Sokağı  No:4 Yakutiye / ERZURUM","0","165","39.9161504","41.250616"
"109","ŞRJ/10349",,,"BABUNEC RESTORAN","Lalapaşa Mahallesi Emir Şeyh Caddesi Aziziye / ERZURUM","0","165","39.9090929","41.2730773"
"110","ŞRJ/10572",,,"Otopratik (Yüceler), Kars","Fevzi Çakmak Mahallesi Rauf Denktaş Caddesi  No:166/2 Merkez / KARS","0","56","40.6025663","43.0865277"
"111","ŞRJ/3685",,,"Otojet - Doğumak Renault","Renault Plaza Tortum Yolu Caddesi  No:163 Yakutiye / ERZURUM","0","110","39.9054993","41.2658236"
"112","ŞRJ/12040",,,"Ak Özdemir Dinlenme Tesisi","Büyüktuy Mahallesi Büyüktuy Caddesi  No:134 Pasinler / ERZURUM","0","106","39.90095","41.2874279"
"113","ŞRJ/11161",,,"Aydemirler Petrol PO","Gürçayır Mahallesi Kongre Caddesi  No:139/A Merkez / ARDAHAN","0","153","41.11295","42.70228"
"114","ŞRJ/9041",,,"Oltu Şimşekler Petrol","Altınova Mahallesi  Çiftlik Oltu / ERZURUM","0","153","40.665722","42.1907571"
"115","ŞRJ/12103",,,"BİNALİ GÜNDOĞDU AKARYAKIT ALPET","İnönü Mahallesi Erzurum Caddesi  No:202/1 Merkez / ARDAHAN","0","165","41.11295","42.70228"
"116","ŞRJ/12142",,,"Patnos Hükümet Konağı","Alpaslan Mahallesi Atatürk Caddesi  No:368 Patnos / AĞRI","0","106","39.2371489","42.8491547"
"117","ŞRJ/12168",,,"Ağrı Millet Bahçesi","Gazi Mahallesi  Erzurum Transit Yolu Ağrı Millet Bahçesi Merkez / AĞRI","0","106","39.7197999","43.0355874"
"118","ŞRJ/12250",,,"Aslankaya Petrol","Konaklı Mahallesi Doğubeyazıt Caddesi  No:195  Çevre Yolayrımı Merkez / IĞDIR","0","106","39.9200596","44.0436151"
"119","ŞRJ/2566",,,"TML Sarıgerme Otel","Sarıgerme Mahallesi Sarıgerme Sokağı  No:15 Ortaca / MUĞLA","0","171","36.71","28.701944"
"120","ŞRJ/2567",,,"TUI Blue Grand Azur Otel","Siteler Mahallesi  No:17 Marmaris / MUĞLA","0","171","36.8388241","28.2480338"
"121","ŞRJ/2570",,,"Menteşe Migros","Orhaniye Mahallesi 107 Nolu Sokağı Menteşe / MUĞLA","0","171","37.2351984","28.4396756"
"122","ŞRJ/1526",,,"Marmaris Hotel Aqua","İçmeler Mahallesi Cumhuriyet Caddesi Sahil Sokağı  No:27 Marmaris / MUĞLA","0","171","36.8033407","28.2321462"
"123","ŞRJ/1528",,,"Maya Otel Muğla","Tepecik Mahallesi Grence Sokağı  No:32 Bodrum / MUĞLA","0","171","37.215374","28.363394"
"124","ŞRJ/1534",,,"Milas-Bodrum Havaalanı Dış Hatlar","Ekinambarı Mahallesi Havalimanı Sokağı Milas / MUĞLA","0","171","37.2509834","27.6667245"
"125","ŞRJ/1535",,,"Milas-Bodrum Havalanı İç Hatlar","Ekinambarı Mahallesi Havalimanı Sokağı Milas / MUĞLA","0","171","37.2509834","27.6667245"
"126","ŞRJ/1536",,,"Mirage Family Club Hotel Muğla","Dimril Mahallesi Tilkicik Caddesi  No:50 Bodrum / MUĞLA","0","171","37.215374","28.363394"
"127","ŞRJ/1539",,,"Paşalı Bosch Araç Servisi Muğla","Konakçık Mahallesi  No:230 Bodrum / MUĞLA","0","171","37.215374","28.363394"
"128","ŞRJ/557",,,"TRİPOLİS HOTEL PAMUKKALE","Pamukkale Mahallesi  No:96 Pamukkale / DENİZLİ","0","165","37.9193709","29.1093632"
"129","ŞRJ/1755",,,"Liona Hotel","Gündoğan Mahallesi Kızıl Burun Caddesi  No:47 Bodrum / MUĞLA","0","171","37.1289109","27.3356106"
"130","ŞRJ/1757",,,"Pine Bay Otel","Bayraklıtepe Mahallesi  Camii Limanı Kuşadası / AYDIN","0","171","37.9119374","27.2653208"
"131","ŞRJ/1760",,,"Şirin Petrol","Sümer Mahallesi  No:71 Merkezefendi / DENİZLİ","0","171","37.7830159","29.0963328"
"132","ŞRJ/1761",,,"TP Hüdaverdi Petrol Ortaca Muğla","Ekşiliyurt Mahallesi  No:402  Dalyan Yolu Üzeri  Ekşiliyurt Ortaca / MUĞLA","0","171","36.838723","28.765469"
"133","ŞRJ/2553",,,"Hiera Park Otel","Karahayit Mahallesi 127 Kızılseki Sokağı  No:115 Pamukkale / DENİZLİ","0","171","37.7830159","29.0963328"
"134","ŞRJ/2554",,,"Köklü Otel","Kocabaş Mahallesi  No:65 Honaz / DENİZLİ","0","171","37.813187","29.320654"
"135","ŞRJ/3027",,,"MİGROS DENİZLİ MM","Cumhuriyet Mahallesi 3510 Sokağı  No:1 Pamukkale / DENİZLİ","0","94","37.7830159","29.0963328"
"136","ŞRJ/3028",,,"MİGROS 5M MUĞLA","Emirbeyazıt Mahallesi  No:44 Menteşe / MUĞLA","0","94","37.1950146","28.3687964"
"137","ŞRJ/3029",,,"MİGROS BODRUM 2 MMM","Eskiçeşme Mahallesi Turgutreis Caddesi  No:209 Bodrum / MUĞLA","0","94","37.034407","27.43054"
"138","ŞRJ/3031",,,"MİGROS FETHİYE MMM","Tuzla Mahallesi  No:8 Fethiye / MUĞLA","0","94","36.6246248","29.1256942"
"139","ŞRJ/3032",,,"MİGROS YALIKAVAK MMM","Gökçebel Mahallesi İnönü Caddesi  No:82 Bodrum / MUĞLA","0","94","37.1038815","27.291985"
"140","ŞRJ/3034",,,"5M MİGROS AYDIN (KİPA AVM)","Merkez Mahallesi  No:1 Efeler / AYDIN","0","94","37.8459844","27.8395308"
"141","ŞRJ/3036",,,"MİGROS MARMARİS MMM","Armutalan Mahallesi  No:10/A Marmaris / MUĞLA","0","94","36.854936","28.270878"
"142","ŞRJ/4169",,,"MİGROS TURGUTREİS MM","Turgutreis Mahallesi Mehmet Hilmi Caddesi  No:2 Bodrum / MUĞLA","0","94","37.0036516","27.2720205"
"143","ŞRJ/1518",,,"Karinna Gümbet","Gümbet Mahallesi 1532. Sokağı  No:1 Bodrum / MUĞLA","0","171","37.0336833","27.4013056"
"144","ŞRJ/1519",,,"Kefaluka Resort Hotel","Akyarlar Mahallesi Barış Manço Caddesi  No:63 /A Bodrum / MUĞLA","0","171","36.9638745","27.2975757"
"145","ŞRJ/4673",,,"CAPELLO AVM 2","Gölbent Mahallesi Gölbent Sokağı  No:126 Söke / AYDIN","0","50","37.6730599","27.3633311"
"146","ŞRJ/5120",,,"Bizim Toptan Muğla","Emirbeyazıt Mahallesi 20. Sokağı  No:8 Menteşe / MUĞLA","0","166","37.2025112","28.3671166"
"147","ŞRJ/6072",,,"ŞARJ","Kınıklı Mahallesi Hüseyin Yılmaz Caddesi  No:67  Paü Teknokent Merkezefendi / DENİZLİ","0","169","37.7830159","29.0963328"
"148","ŞRJ/6071",,,"Bodrum Edition","Dirmil Mahallesi Balyek Caddesi  No:5/A Bodrum / MUĞLA","0","128","37.1153461","27.3116385"
"149","ŞRJ/3361",,,"Otojet - Erpet Petrol","Gölbent Mahallesi Gölbent Sokağı  No:145 Söke / AYDIN","0","110","37.8380162","27.8455601"
"150","ŞRJ/9021",,,"Otopratik (Otomar Necdet Bahar), Aydın","Cumhuriyet Mahallesi Akeller Caddesi  No:6 Söke / AYDIN","0","56","37.8460038","27.8658903"
"151","ŞRJ/9022",,,"Sunset Beach Club, Muğla","Karagedik Mahallesi 1104. Sokağı  No:16 Fethiye / MUĞLA","0","56","37.215374","28.363394"
"152","ŞRJ/6116",,,"Garaj Karşısı 3M Migros Önü-1","Hacıfeyzullah Mahallesi Kuşadası / AYDIN","0","117","37.8380162","27.8455601"
"153","ŞRJ/6117",,,"Garaj Karşısı 3M Migros Önü-2","Hacıfeyzullah Mahallesi Kuşadası / AYDIN","0","117","37.8380162","27.8455601"
"154","ŞRJ/6106",,,"Ege Mahallesi Muhtarlık Binası Önü-2","Ege Mahallesi 424 Sokağı Kuşadası / AYDIN","0","117","37.865821","27.2744738"
"155","ŞRJ/9034",,,"Rino's Garden, Muğla","Dereköy Mahallesi  No:35  Hayalözü Küme Evler Bodrum / MUĞLA","0","56","37.215374","28.363394"
"156","ŞRJ/9054",,,"ASTORŞARJ ACIPAYAM SUIT PARK","Yassıhüyük Mahallesi Acıpayam / DENİZLİ","0","17","37.5174792","29.3030352"
"157","ŞRJ/9162",,,"Tusan Beach Resort Hotel AC","Bayraklıdede Mahallesi Kuştur Önü Yolu Caddesi  No:19 Kuşadası / AYDIN","0","155","37.906747","27.2704351"
